BuildingPartName_Acacia_01,'Acacia Tree 1'
BuildingPartName_BK_Merge_Wall_C_2m,'Classic Brick Wall 2m'
BuildingPartName_BK_Merge_Wall_C_4m,'Classic Brick Wall 4m'
BuildingPartName_BK_Merge_Wall_RoofAngle_45,'Modern Brick Wall 4m Slope'
BuildingPartName_BK_Merge_Wall_RoofCurve_01,'Modern Brick Wall 2m High Curve'
BuildingPartName_BK_Merge_Wall_RoofCurve_01_Inv,'Modern Brick Wall 2m Low Curve'
BuildingPartName_BK_Merge_Wall_Slope_A_1m,'Modern Brick Wall 1m Slope'
BuildingPartName_BK_Merge_Wall_Slope_A_2m,'Modern Brick Wall 2m Slope'
BuildingPartName_BK_Merge_Wall_Slope_B_1m,'Rough Brick Wall 1m Slope'
BuildingPartName_BK_Merge_Wall_Slope_B_2m,'Rough Brick Wall 2m Slope'
BuildingPartName_BK_Merge_Wall_Slope_B_4m,'Rough Brick Wall 4m Slope'
BuildingPartName_BK_Merge_Wall_Slope_C_1m,'Classic Brick Wall 1m Slope'
BuildingPartName_BK_Merge_Wall_Slope_C_2m,'Classic Brick Wall 2m Slope'
BuildingPartName_BK_Merge_Wall_Slope_C_4m,'Classic Brick Wall 4m Slope'
BuildingPartName_BK_Merge_WallTop_C_01,'Classic Brick Wall Top Flat'
BuildingPartName_BK_Merge_WallTop_C_02,'Classic Brick Wall Top Small Arch'
BuildingPartName_BK_Merge_WallTop_C_03,'Classic Brick Wall Top Large Corner'
BuildingPartName_BK_Merge_WallTop_C_04,'Classic Brick Wall Top Large Arch'
BuildingPartName_BK_Merge_WallTop_C_05,'Classic Brick Wall Top Flat Stepped'
BuildingPartName_BK_Merge_WallTop_C_06,'Classic Brick Wall Top Flat Stepped Arch'
BuildingPartName_BK_Merge_WallTop_C_07,'Classic Brick Wall Top Round Arch'
BuildingPartName_BK_Merge_WallTop_C_08,'Classic Brick Wall Top large long curved'
BuildingPartName_BK_Merge_WallTop_C_08_L,'Classic Brick Wall Top Half Round Arch Left'
BuildingPartName_BK_Merge_WallTop_C_08_R,'Classic Brick Wall Top Half Round Arch Right'
BuildingPartName_BK_Merge_WallTop_C_09,'Classic Brick Wall Top Gable'
BuildingPartName_BK_Merge_WallTop_C_10_L,'Classic Brick Wall Top Slope Left'
BuildingPartName_BK_Merge_WallTop_C_10_R,'Classic Brick Wall Top Slope Right'
BuildingPartName_BK_Pillar_C_01_1m,'Classic Brick Pillar 1m'
BuildingPartName_BK_Pillar_C_01_2m,'Classic Brick Pillar 2m'
BuildingPartName_BK_Pillar_C_01_4m,'Classic Brick Pillar 4m'
BuildingPartName_BK_Radius4_A_2m_90,'Modern Brick Curved Wall 2m'
BuildingPartName_BK_Radius4_A_4m_90,'Modern Brick Curved Wall 4m'
BuildingPartName_BK_Radius4_B_2m_90,'Rough Brick Curved Wall 2m'
BuildingPartName_BK_Radius4_B_4m_90,'Rough Brick Curved Wall 4m'
BuildingPartName_BK_Wall_GableTri_A_1m,'Modern Brick Wall 1m Gable End'
BuildingPartName_BK_Wall_GableTri_A_2m,'Modern Brick Wall 2m Gable End'
BuildingPartName_BK_Wall_GableTri_A_4m,'Modern Brick Wall 4m Gable End'
BuildingPartName_BK_Wall_GableTri_B_1m,'Rough Brick Wall 1m Gable End'
BuildingPartName_BK_Wall_GableTri_B_2m,'Rough Brick Wall 2m Gable End'
BuildingPartName_BK_Wall_GableTri_B_4m,'Rough Brick Wall 4m Gable End'
BuildingPartName_BK_Wall_GableTri_C_1m,'Classic Brick Wall 1m Gable End'
BuildingPartName_BK_Wall_GableTri_C_2m,'Classic Brick Wall 2m Gable End'
BuildingPartName_BK_Wall_GableTri_C_4m,'Classic Brick Wall 4m Gable End'
BuildingPartName_Black_Spruce_01,'Black Spruce Tree'
BuildingPartName_Black_Spruce_Snow_01,'Snowy Black Spruce Tree'
BuildingPartName_Blue_Fir_01,'Blue Fir Tree'
BuildingPartName_Blue_Fir_Snow_01,'Snowy Blue Fir Tree'
BuildingPartName_ChristeriaCluster_01,'Floral Creeper 1'
BuildingPartName_ChristeriaTrunk_01,'Floral Creeper 2'
BuildingPartName_Creosote_Bush_01,'Creosote Bush 1'
BuildingPartName_Creosote_Bush_02,'Creosote Bush 2'
BuildingPartName_Creosote_Bush_03,'Creosote Bush 3'
BuildingPartName_Creosote_Bush_04,'Creosote Bush 4'
BuildingPartName_CrimsonKing_01,'Crimson King'
BuildingPartName_Cypress_01,'Tuscan Cypress Tree 1'
BuildingPartName_Cypress_02,'Tuscan Cypress Tree 2'
BuildingPartName_DC_Rock_01,'Deciduous Rock - Large 1'
BuildingPartName_DC_Rock_02a,'Deciduous Rock - Large 2'
BuildingPartName_DC_Rock_02b,'Deciduous Rock - Large 4'
BuildingPartName_DC_Rock_03a,'Deciduous Rock - Large 3'
BuildingPartName_DC_Rock_03b,'Deciduous Rock - Large 5'
BuildingPartName_DC_Rock_03c,'Deciduous Rock - Small 4'
BuildingPartName_DC_Rock_04a,'Deciduous Rock - Small 1'
BuildingPartName_DC_Rock_04b,'Deciduous Rock - Small 5'
BuildingPartName_DC_Rock_05,'Deciduous Rock - Small 2'
BuildingPartName_DC_Rock_06,'Deciduous Rock - Small 3'
BuildingPartName_Dead_Tree_01,'Dead Dry Tree 1'
BuildingPartName_Dead_Tree_02,'Dead Dry Tree 2'
BuildingPartName_Dead_Tree_03,'Dead Dry Tree 3'
BuildingPartName_Dead_Tree_04,'Dead Dry Tree 4'
BuildingPartName_Dead_Tree_05,'Dead Dry Tree 5'
BuildingPartName_Douglas_Alpine_Fir_01,'Douglas Fir Tree'
BuildingPartName_DS_Rock_01,'Desert Rock - Large 1'
BuildingPartName_DS_Rock_02,'Desert Rock - Large 2'
BuildingPartName_DS_Rock_03,'Desert Rock - Large 3'
BuildingPartName_DS_Rock_04,'Desert Rock - Large 4'
BuildingPartName_DS_RockSmall_01,'Desert Rock - Small 1'
BuildingPartName_DS_RockSmall_02,'Desert Rock - Small 2'
BuildingPartName_DS_RockSmall_03,'Desert Rock - Small 3'
BuildingPartName_DS_RockSmall_04,'Desert Rock - Small 4'
BuildingPartName_FAD_BasicBurger_BurgerBottom,'Basic Burger Bottom'
BuildingPartName_FAD_BasicBurger_BurgerPatty,'Basic Burger Patty'
BuildingPartName_FAD_BasicBurger_BurgerVeg,'Basic Burger Veg'
BuildingPartName_FAD_BasicBurger_Top,'Basic Burger Top'
BuildingPartName_FAD_BurgerBasic_BurgerNeon,'Basic Burger Sign - Wall Sign Neon'
BuildingPartName_FAD_BurgerBasic_BurgerSign,'Basic Burger Sign - Wall Sign 1'
BuildingPartName_FAD_ChiefBeefBadge,'Chief Beef Sign - Standing Sign 2'
BuildingPartName_FAD_ChiefBeefCrest,'Chief Beef Sign - Wall Sign 4'
BuildingPartName_FAD_ChiefBeefCurvedSign,'Chief Beef Sign - Standing Sign 1'
BuildingPartName_FAD_ChiefBeefCutoutSign,'Chief Beef Sign - Wall Sign 6 Salute Cutout'
BuildingPartName_FAD_ChiefBeefHorizontalGlowSign,'Chief Beef Sign - Wall Sign 1'
BuildingPartName_FAD_ChiefBeefHorizontalSign,'Chief Beef Sign - Wall Sign 2'
BuildingPartName_FAD_ChiefBeefLargeSign,'Chief Beef Sign - Wall Sign 5 Lit'
BuildingPartName_FAD_ChiefBeefLargeVerticalSign,'Chief Beef Sign - Projecting Sign 2 Lit'
BuildingPartName_FAD_ChiefBeefNeonSign,'Chief Beef Sign - Wall Sign Neon'
BuildingPartName_FAD_ChiefBeefPatrolLight,'Chief Beef Patrol Light'
BuildingPartName_FAD_ChiefBeefStatue,'Chief Beef Statue'
BuildingPartName_FAD_ChiefBeefSwingSign,'Chief Beef Sign - Swing Sign'
BuildingPartName_FAD_ChiefBeefVerticalSign,'Chief Beef Sign - Projecting Sign 1 Lit'
BuildingPartName_FAD_ChiefBeefWoodenSign,'Chief Beef Sign - Wall Sign 7 Wooden'
BuildingPartName_FAD_Coffee2DSign,'Basic Coffee Sign - Wall Sign 1'
BuildingPartName_FAD_CoffeeNeonSign,'Basic Coffee Sign - Wall Sign Neon'
BuildingPartName_FAD_CosmicCowBanner,'Cosmic Cow Sign - Wall Sign 1'
BuildingPartName_FAD_CosmicCowBannerGlowSign,'Cosmic Cow Sign - Wall Sign 2'
BuildingPartName_FAD_CosmicCowBannerStand,'Cosmic Cow Sign - Standing Sign 1'
BuildingPartName_FAD_CosmicCowDoubleSign,'Cosmic Cow Sign - Wall Sign 3'
BuildingPartName_FAD_CosmicCowHeadStand,'Cosmic Cow Sign - Standing Sign 2'
BuildingPartName_FAD_CosmicCow_Icecream_Banner,'Cosmic Cow Ice Cream Sign - Wall Sign 1'
BuildingPartName_FAD_CosmicCow_Icecream_BannerGlowSign,'Cosmic Cow Ice Cream Sign - Wall Sign 2 Lit'
BuildingPartName_FAD_CosmicCow_Icecream_BannerStand,'Cosmic Cow Ice Cream Sign - Standing Sign 1'
BuildingPartName_FAD_CosmicCow_Icecream_DoubleSign,'Cosmic Cow Ice Cream Sign - Wall Sign 3'
BuildingPartName_FAD_CosmicCow_Icecream_HeadStand,'Cosmic Cow Ice Cream Sign - Standing Sign 2'
BuildingPartName_FAD_CosmicCow_Icecream_LargeHead,'Cosmic Cow Ice Cream Sign - Wall Sign 4'
BuildingPartName_FAD_CosmicCow_Icecream_NeonSign,'Cosmic Cow Ice Cream Sign - Wall Sign Neon'
BuildingPartName_FAD_CosmicCow_Icecream_SwingSign,'Cosmic Cow Ice Cream Sign - Swing Sign'
BuildingPartName_FAD_CosmicCow_Icecream_UfoGlow,'Cosmic Cow Ice Cream Sign - Wall Sign 5 Lit'
BuildingPartName_FAD_CosmicCow_Icecream_UfoStand,'Cosmic Cow Ice Cream Sign - Standing Sign 3'
BuildingPartName_FAD_CosmicCow_Icecream_VerticalGlowSign,'Cosmic Cow Ice Cream Sign - Projecting Sign 1 Lit'
BuildingPartName_FAD_CosmicCow_Icecream_WoodenSign,'Cosmic Cow Ice Cream Sign - Wall Sign 6 Wooden'
BuildingPartName_FAD_CosmicCowLargeHead,'Cosmic Cow Sign - Wall Sign 4'
BuildingPartName_FAD_CosmicCowNeonSign,'Cosmic Cow Sign - Wall Sign Neon'
BuildingPartName_FAD_CosmicCowSwingSign,'Cosmic Cow Sign - Swing Sign'
BuildingPartName_FAD_CosmicCowUfoGlowSign,'Cosmic Cow Sign - Wall Sign 5'
BuildingPartName_FAD_CosmicCowUfoStand,'Cosmic Cow Sign - Standing Sign 7'
BuildingPartName_FAD_CosmicCowVerticalGlowSign,'Cosmic Cow Sign - Projecting Sign 1 Lit'
BuildingPartName_FAD_CosmicCowWoodenSign,'Cosmic Cow Sign - Wall Sign 6 Wooden'
BuildingPartName_FAD_Generic_Chicken_01,'Basic Chicken Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Chicken_02,'Basic Chicken Sign - Wall Sign Neon'
BuildingPartName_FAD_GenericDonutNeonSign,'Basic Donut Sign - Wall Sign Neon'
BuildingPartName_FAD_GenericDonutSign,'Basic Donut Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Energy_01,'Basic Energy Drink Sign - Wall Sign Neon'
BuildingPartName_FAD_Generic_Energy_02,'Basic Energy Drink Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Fries_01,'Basic Fries Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Fries_02,'Basic Fries Sign - Wall Sign Neon'
BuildingPartName_FAD_Generic_Mexican_01,'Basic Taco Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Mexican_02,'Basic Taco Sign - Wall Sign Neon'
BuildingPartName_FAD_Generic_Slush_01,'Basic Slush Sign - Wall Sign 1'
BuildingPartName_FAD_Generic_Slush_02,'Basic Slush Sign - Wall Sign Neon'
BuildingPartName_FAD_GenericSmoothieNeonSign,'Basic Smoothie Sign - Wall Sign Neon'
BuildingPartName_FAD_GenericSmoothieSign,'Basic Smoothie Sign - Wall Sign 1'
BuildingPartName_FAD_GenWaterSigns_2D,'Basic Water Sign - Wall Sign 1'
BuildingPartName_FAD_GenWaterSigns_Neon,'Basic Water Sign - Wall Sign Neon'
BuildingPartName_FAD_Gulpee_Energy_02,'Gulpee Energy Sign - Wall Sign 1'
BuildingPartName_FAD_Gulpee_Energy_03,'Gulpee Energy Sign - Standing Sign 1'
BuildingPartName_FAD_Gulpee_Energy_04,'Gulpee Energy Sign - Wall Sign 2'
BuildingPartName_FAD_Gulpee_Energy_05,'Gulpee Energy Sign - Standing Sign 2'
BuildingPartName_FAD_Gulpee_Energy_07,'Gulpee Energy Sign - Projecting Sign 1'
BuildingPartName_FAD_Gulpee_Energy_08,'Gulpee Energy Sign - Projecting Sign 2'
BuildingPartName_FAD_Gulpee_Energy_09,'Gulpee Energy Sign - Wall Sign 3'
BuildingPartName_FAD_Gulpee_Energy_10,'Gulpee Energy Sign - Swing Sign'
BuildingPartName_FAD_Gulpee_Slush_02,'Gulpee Slush Sign - Wall Sign 1'
BuildingPartName_FAD_Gulpee_Slush_03,'Gulpee Slush Sign - Standing Sign 1'
BuildingPartName_FAD_Gulpee_Slush_04,'Gulpee Slush Sign - Wall Sign 2'
BuildingPartName_FAD_Gulpee_Slush_05,'Gulpee Slush Sign - Standing Sign 2'
BuildingPartName_FAD_Gulpee_Slush_07,'Gulpee Slush Sign - Projecting Sign 1'
BuildingPartName_FAD_Gulpee_Slush_08,'Gulpee Slush Sign - Projecting Sign 2'
BuildingPartName_FAD_Gulpee_Slush_09,'Gulpee Slush Sign - Wall Sign Neon'
BuildingPartName_FAD_Gulpee_Slush_10,'Gulpee Slush Sign - Swing Sign'
BuildingPartName_FAD_HatsFantasticLargeHat,'Hat's Fantastic Sign - Wall Sign 2'
BuildingPartName_FAD_HatsFantasticLargeTextSign,'Hat's Fantastic Sign - Standing Sign 1'
BuildingPartName_FAD_HatsFantasticSmallHat,'Hat's Fantastic Sign - Wall Sign 1'
BuildingPartName_FAD_HotDog2DSign,'Basic Hotdog Sign - Wall Sign 1'
BuildingPartName_FAD_HotDogNeonSign,'Basic Hotdog Sign - Wall Sign Neon'
BuildingPartName_FAD_HotdogSquadBadge,'Hotdog Squad Sign - Standing Sign 1'
BuildingPartName_FAD_HotdogSquadCrest,'Hotdog Squad Sign - Wall Sign 1'
BuildingPartName_FAD_HotdogSquadCurvedSign,'Hotdog Squad Sign - Standing Sign 2'
BuildingPartName_FAD_HotdogSquadHorizontalGlowSign,'Hotdog Squad Sign - Wall Sign 3 Lit'
BuildingPartName_FAD_HotdogSquadHorizontalSign,'Hotdog Squad Sign - Wall Sign 2'
BuildingPartName_FAD_HotdogSquadLargeSign,'Hotdog Squad Sign - Wall Sign 4 Lit'
BuildingPartName_FAD_HotdogSquadNeonSign,'Hotdog Squad Sign - Wall Sign Neon'
BuildingPartName_FAD_HotdogSquadSwingSign,'Hotdog Squad Sign - Swing Sign'
BuildingPartName_FAD_HotdogSquadVerticalSign,'Hotdog Squad Sign - Projecting Sign 1 Lit'
BuildingPartName_FAD_IceCreamSign,'Basic Ice Cream Sign - Wall Sign 1'
BuildingPartName_FAD_IceCreamSignNeon,'Basic Ice Cream Sign - Wall Sign Neon'
BuildingPartName_FAD_JustAMomento_01,'Just A Memento Sign - Wall Sign 1 Lit'
BuildingPartName_FAD_JustAMomento_02,'Just A Memento Sign - Wall Sign 2 Lit'
BuildingPartName_FAD_JustAMomento_03,'Just A Memento Sign - Standing Sign 1'
BuildingPartName_FAD_LoonyBlooons_01,'Loony Blooons Sign - Walls Sign 1 Lit'
BuildingPartName_FAD_LoonyBlooons_02,'Loony Blooons Sign - Walls Sign 2 Lit'
BuildingPartName_FAD_LoonyBlooons_03,'Loony Blooons Sign - Standing Sign 1'
BuildingPartName_FAD_Mexelente_01,'Mexelente Sign - Wall Sign 1'
BuildingPartName_FAD_Mexelente_02,'Mexelente Sign - Wall Sign 2'
BuildingPartName_FAD_Mexelente_03,'Mexelente Sign - Wall Sign 3'
BuildingPartName_FAD_Mexelente_04,'Mexelente Sign - Wall Sign 4'
BuildingPartName_FAD_Mexelente_05,'Mexelente Sign - Standing Sign 1'
BuildingPartName_FAD_Mexelente_06,'Mexelente Sign - Standing Sign 2'
BuildingPartName_FAD_MilkShakeBasic_MilkShakeNeon,'Milkshake Sign - Neon'
BuildingPartName_FAD_MilkShakeBasic_MilkShakeSign,'Milkshake Sign'
BuildingPartName_FAD_MilkShakeBasic_MilkshakeStatue,'Milkshake Statue'
BuildingPartName_FAD_MonsieurFrites_01,'Monsieur Frites Sign - Wall Sign 1'
BuildingPartName_FAD_MonsieurFrites_02,'Monsieur Frites Sign - Standing Sign 1 Lit'
BuildingPartName_FAD_MonsieurFrites_03,'Monsieur Frites Sign - Wall Sign 2'
BuildingPartName_FAD_MonsieurFrites_04,'Monsieur Frites Sign - Standing Sign 2'
BuildingPartName_FAD_MonsieurFrites_05,'Monsieur Frites Sign - Projecting Sign 1 Lit'
BuildingPartName_FAD_MonsieurFrites_06,'Monsieur Frites Sign - Wall Sign 3 Lit'
BuildingPartName_FAD_MonsieurFrites_07,'Monsieur Frites Sign - Wall Sign 4 Lit'
BuildingPartName_FAD_MonsieurFrites_08,'Monsieur Frites Sign - Wall Sign Neon'
BuildingPartName_FAD_MonsieurFrites_09,'Monsieur Frites Sign - Swing Sign'
BuildingPartName_FAD_PizzaGenericNeonSign,'Basic Pizza Sign - Wall Sign Neon'
BuildingPartName_FAD_PizzaGenericSign,'Basic Pizza Sign - Wall Sign 1'
BuildingPartName_FAD_StreetFoxCoffee_01,'Street Fox Coffee Sign - Wall Sign 1'
BuildingPartName_FAD_StreetFoxCoffee_02,'Street Fox Coffee Sign - Wall Sign 2'
BuildingPartName_FAD_StreetFoxCoffee_03,'Street Fox Coffee Sign - Standing Sign 1'
BuildingPartName_FAD_StreetFoxCoffee_04,'Street Fox Coffee Sign - Projecting Sign 1'
BuildingPartName_FAD_StreetFoxCoffee_05,'Street Fox Coffee Sign - Wall Sign 3'
BuildingPartName_FAD_StreetFoxCoffee_06,'Street Fox Coffee Sign - Standing Sign 2'
BuildingPartName_FAD_StreetFoxCoffee_07,'Street Fox Coffee Sign - Projecting Sign 2'
BuildingPartName_FAD_StreetFoxCoffee_08,'Street Fox Coffee Sign - Wall Sign Neon'
BuildingPartName_FAD_StreetFoxCoffee_09,'Street Fox Coffee Sign - Standing Sign 3'
BuildingPartName_FAD_Tikichiki_01,'Tikichiki Sign - Wall Sign 1 Lit'
BuildingPartName_FAD_Tikichiki_02,'Tikichiki Sign - Standing Sign 1'
BuildingPartName_FAD_Tikichiki_03,'Tikichiki Sign - Wall Sign 2 Lit'
BuildingPartName_FAD_Tikichiki_04,'Tikichiki Sign - Wall Sign Neon'
BuildingPartName_FAD_Tikichiki_05,'Tikichiki Sign - Standing Sign 2'
BuildingPartName_FAD_Tikichiki_06,'Tikichiki Sign - Wall Sign 3 Lit'
BuildingPartName_FAD_Tikichiki_07,'Tikichiki Sign - Wall Sign 4 Lit'
BuildingPartName_FAD_Tikichiki_08,'Tikichiki Sign - Swing Sign'
BuildingPartName_FA_FirstAid_Standard,'First Aid'
BuildingPartName_FastPassMerge,'Priority Pass Exit'
BuildingPartName_FastPassSplit,'Priority Pass Entrance'
BuildingPartName_FlatRideEntranceBooth,'Ticket Booth'
BuildingPartName_FlatRideEntranceBoothNoArch,'Ticket Booth'
BuildingPartName_Floral_Bush_01,'Red Floral Bush'
BuildingPartName_FT_Archer,'Archer Shooting'
BuildingPartName_FT_ArcheryTarget,'Archery Target'
BuildingPartName_FT_Balcony_3m_01,'Stone Window Balcony - Short'
BuildingPartName_FT_Balcony_3m_02,'Stone Window Balcony - Carved'
BuildingPartName_FT_Balcony_4m_01,'Stone Window Balcony - Long'
BuildingPartName_FT_Banner_Long,'Kingdom Banner 8m'
BuildingPartName_FT_Banner_Long_12m,'Kingdom Banner 12m'
BuildingPartName_FT_Banner_Long_Wide_12m,'Kingdom Banner 16m Wide'
BuildingPartName_FT_Banner_Short,'Kingdom Banner Pole'
BuildingPartName_FT_Barn_01,'Thatched Barn'
BuildingPartName_FT_Barn_02,'Barn 2'
BuildingPartName_FT_Barn_03,'Thatched Damaged Barn'
BuildingPartName_FT_Bench,'Village Heart Bench'
BuildingPartName_FT_Bin,'Village Heart Bin'
BuildingPartName_FT_Bunting_01,'Bunting'
BuildingPartName_FT_Bunting_FlagOnly_01,'Bunting Flags'
BuildingPartName_FT_Caravan,'Caravan'
BuildingPartName_FT_Caravan_stove,'Stove'
BuildingPartName_FT_Caravan_Wheel,'Caravan Wheel'
BuildingPartName_FT_Castle_Motif_Dragon,'Motif - Dragon'
BuildingPartName_FT_Castle_Motif_Drat,'Motif - Drat'
BuildingPartName_FT_Castle_Motif_Emblem,'Motif - Coat of Arms'
BuildingPartName_FT_Castle_Motif_King,'Motif - King'
BuildingPartName_FT_Castle_Motif_Wishing_Tree,'Motif - Wishing Tree'
BuildingPartName_FT_Castle_Motif_Witch,'Motif - Witch'
BuildingPartName_FT_Cauldron,'Cauldron'
BuildingPartName_FT_CiderPress,'Ciderpress'
BuildingPartName_FT_CiderPress_Section_1A,'Ciderpress Corner Patterned'
BuildingPartName_FT_CiderPress_Section_1B,'Ciderpress Corner Plain'
BuildingPartName_FT_CiderPress_Section_2A,'Ciderpress Edge Patterned'
BuildingPartName_FT_CiderPress_Section_2B,'Ciderpress Edge Plain'
BuildingPartName_FT_Clock_01,'Clockface - Small'
BuildingPartName_FT_Clock_02,'Clockface - Large'
BuildingPartName_FT_ClockTower_Full,'Clockwork Tower'
BuildingPartName_FT_CrownSign,'Fairytale Sign - Projecting Sign Crown'
BuildingPartName_FT_DecorativeShield_Large,'Decorative Shield - Large'
BuildingPartName_FT_DecorativeShield_Small,'Decorative Shield - Small'
BuildingPartName_FT_DecorativeSign,'Fairytale Sign - Projecting Sign Ornate'
BuildingPartName_FT_DecorativeSword_Large,'Decorative Sword - Large'
BuildingPartName_FT_DecorativeSword_Small,'Decorative Sword - Small'
BuildingPartName_FT_Door_1,'Village Door - Heart Small'
BuildingPartName_FT_Door_2,'Village Door - Plain'
BuildingPartName_FT_Door_3,'Village Door - Plain Arc'
BuildingPartName_FT_Door_4,'Village Door - Panelled Square'
BuildingPartName_FT_Door_5,'Village Door - Lattice Square'
BuildingPartName_FT_Door_6,'Village Door - Diamond Arch'
BuildingPartName_FT_Door_7,'Village Door - Heart Elegant'
BuildingPartName_FT_Door_8,'Village Door - Wood Reinforced'
BuildingPartName_FT_Door_Castle_01,'Castle Double Door - Tall Arch Column'
BuildingPartName_FT_Door_Castle_02,'Castle Double Door - Arch Column'
BuildingPartName_FT_Door_Castle_03,'Castle Double Door - Small Inset'
BuildingPartName_FT_Door_Castle_04,'Castle Double Door - Wide'
BuildingPartName_FT_Door_Castle_05,'Castle Double Door - Pointed Arch'
BuildingPartName_FT_Door_Castle_06,'Castle Door - Plain Wood'
BuildingPartName_FT_Door_Castle_07,'Castle Door - Carved Column'
BuildingPartName_FT_Door_Castle_08,'Castle Door - Stone Inset'
BuildingPartName_FT_dragon,'Dragon Lookout'
BuildingPartName_FT_Dragon_02,'Dragon Eating'
BuildingPartName_FT_DragonPoo,'Dragon Poo'
BuildingPartName_FT_Dragon_Sleeping,'Dragon Sleeping'
