key,translation
GraphicsOptionsMenu_VolumeAtmos_Q2,'Low'
GraphicsOptionsMenu_VolumeAtmos_Q3,'Medium'
GraphicsOptionsMenu_VolumeAtmos_Q4,'High'
GraphicsOptionsMenu_VSync,'VSync'
GraphicsOptionsMenu_Water,'Water Quality'
GraphicsOptionsMenu_Water_Q1,'Low'
GraphicsOptionsMenu_Water_Q2,'Medium'
GraphicsOptionsMenu_Water_Q3,'High'
GraphicsOptionsMenu_Water_Q4,'Ultra'
GraphicsOptionsMenu_Windowed,'Windowed'
GraphicsOptionsMenu_WindowTitle,'Graphics'
