key,translation
ShopItem_Extra_Sprinkles,'Sprinkles'
ShopItem_Extra_StrawberrySauce,'Strawberry Sauce'
ShopItem_Extra_Sugar,'Sugar'
ShopItem_Extra_Vinegar,'Vinegar'
ShopItem_Extra_WhippedCream,'Whipped Cream'
ShopItem_Food_Burger,'Chief Burger'
ShopItem_Food_Burger_XL,'Chief Burger XL'
ShopItem_Food_Chicken_01,'Spicy Chicken'
ShopItem_Food_Chicken_02,'Plain Chicken'
ShopItem_Food_Chicken_03,'Coconut Chicken'
ShopItem_Food_Chicken_04,'Hot Wings'
ShopItem_Food_Dough_01,'Doughnuts (Small Box)'
ShopItem_Food_Dough_02,'Doughnuts (Medium Box)'
ShopItem_Food_Dough_03,'Doughnuts (Large Box)'
ShopItem_Food_Dough_04,'Doughnuts (Jumbo Box)'
ShopItem_Food_Fries_01,'Small Fries'
ShopItem_Food_Fries_02,'Medium Fries'
ShopItem_Food_Fries_03,'Large Fries'
ShopItem_Food_Fries_04,'Extra Large Fries'
ShopItem_Food_Hotdog_01,'Hotdog'
ShopItem_Food_Hotdog_02,'Jumbo Hotdog'
ShopItem_Food_Hotdog_03,'Mac Cheese and Bacon Hotdog'
ShopItem_Food_Hotdog_04,'Chilli Hotdog'
ShopItem_Food_IceCream_01,'Moon Dust Vanilla Ice Cream'
ShopItem_Food_IceCream_02,'Solar Flare Strawberry Ice Cream'
ShopItem_Food_IceCream_03,'Comet Tail Bubblegum Ice Cream'
ShopItem_Food_IceCream_04,'Green Goo Mint Ice Cream'
ShopItem_Food_Mexican_01,'Taco'
ShopItem_Food_Mexican_02,'Taco Grande'
ShopItem_Food_PizzaSlice_01,'Margherita Pizza Slice'
ShopItem_Food_PizzaSlice_02,'Pepperoni Pizza Slice'
ShopItem_Food_PizzaSlice_03,'Hawaiian Pizza Slice'
ShopItem_Food_PizzaSlice_04,'Four Cheese Pizza Slice'
ShopItem_Generic,'Price'
ShopItem_Hat_04,'Sci-Fi Helmet'
ShopItem_Hat_05,'Cowboy Hat'
ShopItem_Hat_06,'Archer Hat'
ShopItem_Hat_Baseball,'Baseball Cap'
ShopItem_Hat_Crown,'Crown'
ShopItem_Hat_Elf,'Elf Hat'
ShopItem_Hat_Gold,'Golden Hat'
ShopItem_Hat_GoldHelmet,'Golden Helmet'
ShopItem_Hat_Pirate,'Pirate Hat'
ShopItem_Hat_Reindeer,'Reindeer Hat'
ShopItem_Misc_DrinkLitter,'Litter'
ShopItem_Misc_FirstAidKit,'First Aid'
ShopItem_Misc_FoodLitter,'Litter'
ShopItem_Misc_PriorityPass,'Priority Pass'
ShopItem_Misc_Toilet,'A moment's peace'
ShopItem_Souvenir_01,'Snowglobe'
ShopItem_Souvenir_02,'Crystal Ball'
ShopItem_Souvenir_03,'Sci-Fi Radio'
