key,translation
InfoPanel_FlatRide_MoveEntrance,'Move entrance'
InfoPanel_FlatRide_MoveExit,'Move exit'
InfoPanel_FlatRide_Name,'Flat Ride'
InfoPanel_FlatRide_Start,'Start'
InfoPanel_FlatRide_Stop,'Stop'
InfoPanel_GlobalThoughts_Entry,'{percentage:separatedInt}%: {thought}'
InfoPanel_GlobalThoughts_Name,'Park Thoughts'
InfoPanel_Guest_Cash,'{cash:currency}'
InfoPanel_Guest_CashRemaining,'Remaining Group Cash'
InfoPanel_Guest_CashSpent,'Total Cash Spent'
InfoPanel_Guest_DebugName,'{name} (#{group:int}/{entity:int})'
InfoPanel_Guest_Demographic_0,'Teen'
InfoPanel_Guest_Demographic_1,'Adult'
InfoPanel_Guest_Demographic_2,'Teen'
InfoPanel_Guest_Demographic_3,'Adult'
InfoPanel_Guest_Demographic_4,'Teen'
InfoPanel_Guest_Demographic_5,'Adult'
InfoPanel_Guest_Demographic_6,'Family'
InfoPanel_Guest_Energy,'Energy'
InfoPanel_Guest_Expenses_Drink,'Drink'
InfoPanel_Guest_Expenses_Food,'Food'
InfoPanel_Guest_Expenses_Other,'Other'
InfoPanel_Guest_Expenses_ParkEntry,'Park entry'
InfoPanel_Guest_Expenses_Rides,'Rides'
InfoPanel_Guest_Expenses_Souvenirs,'Souvenirs'
InfoPanel_Guest_Finances,'Group Finances'
InfoPanel_Guest_FinancesDetails,'Details'
InfoPanel_Guest_FinancesSummary,'Summary'
InfoPanel_Guest_FocusCam,'Centre Camera'
InfoPanel_Guest_GroupCashHeader,'Group Cash Remaining'
InfoPanel_Guest_GroupInfo,'Group Information'
InfoPanel_Guest_GroupMembers,'Group Members'
InfoPanel_Guest_GroupType,'Group Type'
InfoPanel_Guest_GuestName,'{name}'
InfoPanel_Guest_Happiness,'Happiness'
InfoPanel_Guest_Hunger,'Hunger'
InfoPanel_Guest_Information,'Guest Information'
InfoPanel_Guest_InitialCash,'Cash On Arrival'
InfoPanel_Guest_IntensityTolerance,'Fear Tolerance'
InfoPanel_Guest_IntensityTolerance_Value,'Fear preference {min:float:decimalPlaces=1}-{max:float:decimalPlaces=1}'
InfoPanel_Guest_Inventory,'Carried Items'
InfoPanel_Guest_Item_Empty,'Empty'
InfoPanel_Guest_MoveGroup,'Move Group [{#LogicalButton.GuestInfoPopUp_Move#}]'
InfoPanel_Guest_Nausea,'Nausea'
InfoPanel_Guest_NauseaTolerance,'Nausea Tolerance'
InfoPanel_Guest_NauseaTolerance_Value,'Nausea preference {min:float:decimalPlaces=1}-{max:float:decimalPlaces=1}'
InfoPanel_Guest_Needs,'Guest Needs'
InfoPanel_Guest_Overview,'Overview'
InfoPanel_Guest_Pockets,'Pockets'
InfoPanel_Guest_RecentThoughts,'Recent Thoughts'
InfoPanel_Guest_RideCam,'Guest Camera'
InfoPanel_Guest_RidesVisited,'Rides Visited'
InfoPanel_Guest_RideVisitedReference,'{name}'
InfoPanel_Guest_Slot_0,'Drink'
InfoPanel_Guest_Slot_1,'Food'
InfoPanel_Guest_Slot_2,'Hat'
InfoPanel_Guest_Slot_3,'Priority Pass'
InfoPanel_Guest_Slot_4,'Litter'
InfoPanel_Guest_Slot_5,'Litter'
InfoPanel_Guest_Slot_6,'Balloon'
InfoPanel_Guest_Slot_7,'Souvenir'
InfoPanel_Guest_Thirst,'Thirst'
InfoPanel_Guest_Thoughts,'Thoughts'
InfoPanel_Guest_TimeInPark,'Time in Park'
InfoPanel_Guest_TIP_Hour,'1 hour'
InfoPanel_Guest_TIP_Hours,'{num:int} hours'
InfoPanel_Guest_TIP_Minute,'1 minute'
InfoPanel_Guest_TIP_Minutes,'{num:int} minutes'
InfoPanel_Guest_TIP_Second,'1 second'
InfoPanel_Guest_TIP_Seconds,'{num:int} seconds'
InfoPanel_Guest_TIP_Value_Both,'{hours} {minutes}'
InfoPanel_Guest_TIP_Zero,'0 seconds'
InfoPanel_Guest_Toilet,'Toilet'
InfoPanel_Guest_Tolerance_High,'High'
InfoPanel_Guest_Tolerance_Low,'Low'
InfoPanel_Guest_Tolerance_Medium,'Medium'
InfoPanel_Guest_Tolerance_VeryHigh,'Very High'
InfoPanel_Guest_Tolerance_VeryLow,'Very Low'
InfoPanel_Guest_VisualSlot_0,'Left hand'
InfoPanel_Guest_VisualSlot_1,'Right hand'
InfoPanel_Guest_VisualSlot_2,'Head'
InfoPanel_Guest_Withdrawals,'Withdrawn from ATM'
InfoPanel_ModularScenery_TitleGroup,'{NAME}'
InfoPanel_ModularScenery_Tooltip_Edit,'Edit Building [{#LogicalButton.Editors_StartEditing#}]'
InfoPanel_ParkEntrance_Operations,'Open Park Operations'
InfoPanel_ParkEntrance_Stat_Life_Revenue,'Lifetime ticket sales'
InfoPanel_ParkEntrance_Stat_Life_Visitors,'Lifetime visitors'
InfoPanel_ParkEntrance_Stat_Prev_LostSales,'Missed sales last month'
InfoPanel_ParkEntrance_Stat_Prev_Revenue,'Ticket sales last month'
InfoPanel_ParkEntrance_Stat_Prev_Visitors,'Visitors last month'
InfoPanel_ParkEntrance_TicketPrice_Adult,'Standard (per guest)'
InfoPanel_ParkEntrance_TicketPrice_Child,'Family (per guest)'
InfoPanel_ParkEntrance_TicketPrices,'Ticket Prices'
InfoPanel_ParkEntrance_Title,'Park Entrance'
InfoPanel_Ride_Close,'Close'
InfoPanel_Ride_CloseBeforeMove,'You must close the ride before you can move it'
InfoPanel_Ride_Delete,'Delete'
InfoPanel_Ride_Details,'Ride details'
InfoPanel_Ride_Downtime_Body,'{percentage:int}%'
InfoPanel_Ride_Downtime_Header,'Recent down time'
InfoPanel_Ride_Downtime_HeaderTooltip,'Time broken down during last 8 months'
InfoPanel_Ride_Finances,'Finance statistics'
InfoPanel_Ride_FocusCam,'Centre Camera'
InfoPanel_Ride_InspectionDelay,'Inspection schedule'
InfoPanel_Ride_InspectionDelayEntry,'Every {minutes:int} minutes'
InfoPanel_Ride_InspectionDelayNone,'Never'
InfoPanel_Ride_InspectionDelayTooltip,'How frequently your mechanics will inspect the ride'
InfoPanel_Ride_InspectionRequested,'Inspection requested'
InfoPanel_Ride_LastBreakdown_Never,'Never'
InfoPanel_Ride_LastBreakdown_Tooltip,'Last Breakdown'
InfoPanel_Ride_Maintenance_Actions,'Actions'
InfoPanel_Ride_MaintenanceLevel_Header,'Status'
InfoPanel_Ride_MaintenanceLevel_Tooltip,'Wear and tear'
InfoPanel_Ride_Maintenance_Stats,'Statistics'
InfoPanel_Ride_Manage,'Ride Management'
InfoPanel_Ride_Name,'Ride'
InfoPanel_Ride_NextInspection,'{minutes:int} minutes'
InfoPanel_Ride_NextInspection_1,'1 minute'
InfoPanel_Ride_NextInspection_Never,'Never'
InfoPanel_Ride_NextInspection_Overdue,'{minutes:int} minutes overdue'
InfoPanel_Ride_NextInspection_Overdue_1,'1 minute overdue'
InfoPanel_Ride_NextInspection_Tooltip,'Next Inspection'
InfoPanel_Ride_Open,'Open'
InfoPanel_Ride_Prestige,'Prestige'
InfoPanel_Ride_PrestigeState_Aging,'Aging'
InfoPanel_Ride_PrestigeState_Classic,'Classic'
InfoPanel_Ride_PrestigeState_NA,'N/A'
InfoPanel_Ride_PrestigeState_New,'New'
InfoPanel_Ride_PrestigeState_Old,'Old'
InfoPanel_Ride_PrestigeState_Resurging,'Reviving'
InfoPanel_Ride_PrestigeState_Unopened,'Unopened'
InfoPanel_Ride_Prestige_ToolTip,'Ride Prestige<newline>This is the appeal and value of a ride to guests<newline>It increases by improving the ride experience or adding nearby scenery<newline>It decreases if the Ride Reputation diminishes<newline>(Updated per run)'
InfoPanel_Ride_Prestige_ToolTipAlt,'Ride Prestige<newline>This is the appeal and value of a ride to guests<newline>It increases by improving the ride experience or adding nearby scenery<newline><newline>(Updated per run)'
InfoPanel_Ride_Prestige_ValueUnknown,'-'
InfoPanel_Ride_RefurbishmentRequested,'Refurbishment requested'
InfoPanel_Ride_Reliability_High,'High'
InfoPanel_Ride_Reliability_Low,'Low'
InfoPanel_Ride_Reliability_Med,'Average'
InfoPanel_Ride_Reliability_Tooltip,'Reliability'
InfoPanel_Ride_Reliability_Unknown,'-'
InfoPanel_Ride_RequestInspection,'Request Inspection'
InfoPanel_Ride_RequestInspectionTooltip,'Request an inspection ahead of schedule'
InfoPanel_Ride_RequestRefurbishment,'Request Refurbishment ({cost:currency})'
InfoPanel_Ride_RequestRefurbishment_NoNeed,'Refurbishment not required'
InfoPanel_Ride_RequestRefurbishmentTooltip,'Refurbishment fixes age-related issues that cause faster wear and tear'
InfoPanel_Ride_RequestRefurbishment_Untested,'Refurbish (test first)'
InfoPanel_Ride_Statistics,'Ride statistics'
InfoPanel_Ride_Thoughts,'Guest thoughts'
InfoPanel_Ride_TicketPrice,'Ticket Price'
InfoPanel_Ride_TimeSinceRefurbishment_Body,'{months:int} months'
InfoPanel_Ride_TimeSinceRefurbishment_Body_1,'1 month'
InfoPanel_Ride_TimeSinceRefurbishment_Tooltip,'Months since last Refurbishment'
InfoPanel_Ride_Tooltip_ExitRideCam,'Exit Ride Camera'
InfoPanel_Ride_Tooltip_Parent,'Select Ride'
InfoPanel_Ride_Tooltip_RideCam,'Ride Camera'
InfoPanel_Ride_Type,'Ride type'
InfoPanel_Scenery_BuildingStatistics,'Building Statistics'
InfoPanel_Scenery_ButtonShop,'{NAME}'
InfoPanel_Scenery_Name,'Scenery'
InfoPanel_Scenery_PlayerDefinedName,'{SCENERYNAME}'
InfoPanel_Scenery_RunningCostLabel,'Monthly running costs'
InfoPanel_Scenery_RunningGainLabel,'Income'
InfoPanel_Scenery_SceneryStatistics,'Scenery Statistics'
InfoPanel_Scenery_ShopsLabel,'Shops and Facilities'
InfoPanel_Scenery_TextOnSign,'{VALUE}'
InfoPanel_Scenery_TotalObjectsCount,'{COUNT:separatedFloat:decimalPlaces=0}'
InfoPanel_Scenery_TotalObjectsLabel,'Total Objects'
InfoPanel_Shop_Information,'Shop Information'
InfoPanel_Shop_OpenState,'Shop status: {STATUS}'
InfoPanel_Shop_Sync,'Use the same Prices and Extras for all Shops of this type'
InfoPanel_Shop_Type,'Shop type'
InfoPanel_Staff_DutyRoster,'Work Roster'
InfoPanel_Staff_DutyRosterManager,'Work Roster Manager'
InfoPanel_Staff_DutyRoster_None,'Free roaming'
InfoPanel_Staff_DutyRosterNotApplicable,'Not Applicable'
InfoPanel_Staff_Employment,'Employment'
InfoPanel_Staff_Fire,'Fire [{#LogicalButton.StaffInfoPopUp_Fire#}]'
InfoPanel_Staff_FocusCam,'Centre Camera'
InfoPanel_Staff_Happiness,'Staff Happiness'
InfoPanel_Staff_Information,'Staff Information'
InfoPanel_Staff_LevelUpBonus1,'Increased productivity'
InfoPanel_Staff_LevelUpBonus2,'Increased happiness'
InfoPanel_Staff_LevelUpBonus3,'Higher salary expectation'
InfoPanel_Staff_NextLevel,'Next staff level'
InfoPanel_Staff_Overview,'Overview'
InfoPanel_Staff_RecentThoughts,'Recent Thoughts'
InfoPanel_Staff_RideCam,'Staff Camera'
InfoPanel_Staff_Salary,'Salary'
InfoPanel_Staff_StaffStatus,'{StaffType} status'
InfoPanel_Staff_StaffType,'Job Title'
InfoPanel_Staff_TaskDisabled,'Unscheduled'
InfoPanel_Staff_Tasks,'Tasks'
InfoPanel_Staff_Training,'Training'
InfoPanel_Staff_TrainingLevel_1,'Trainee'
InfoPanel_Staff_TrainingLevel_2,'Capable'
InfoPanel_Staff_TrainingLevel_3,'Skilled'
InfoPanel_Staff_TrainingLevel_4,'Expert'
InfoPanel_Staff_TrainingLevel_5,'Master'
InfoPanel_Staff_TrainingMaxed,'FULLY TRAINED'
InfoPanel_Staff_TrainingToLevel_2,'Staff Training {cost:currency}'
InfoPanel_Staff_TrainingToLevel_3,'Staff Training {cost:currency}'
InfoPanel_Staff_TrainingToLevel_4,'Staff Training {cost:currency}'
InfoPanel_Staff_TrainingToLevel_5,'Staff Training {cost:currency}'
InfoPanel_Staff_TrainInsufficientFunds,'<font color='#ff0000'>Insufficient Funds</font>'
InfoPanel_Staff_TrainMaxLevel,'Can't train any further'
InfoPanel_Staff_TrainNotYet,'Can't train until {Date}'
InfoPanel_Staff_WorkLoad,'Workload'
InfoPanel_Staff_WorkTask_BinEmptied,'Bins'
InfoPanel_Staff_WorkTask_GuestEntertained,'Entertaining Guests'
InfoPanel_Staff_WorkTask_GuestServed,'Serving Guests'
InfoPanel_Staff_WorkTask_LitterCleared,'Litter'
InfoPanel_Staff_WorkTask_RideInspected,'Inspections'
InfoPanel_Staff_WorkTask_RideRefurbished,'Refurbishments'
InfoPanel_Staff_WorkTask_RideRepaired,'Breakdowns'
InfoPanel_Staff_WorkTask_VomitCleared,'Vomit'
InfoPanel_Staff_WorkType_Stat_BinEmptied,'Bins emptied last month'
InfoPanel_Staff_WorkType_Stat_GuestEntertained,'Guests entertained last month'
InfoPanel_Staff_WorkType_Stat_GuestServed,'Guests served last month'
InfoPanel_Staff_WorkType_Stat_Level,'Staff Level'
InfoPanel_Staff_WorkType_Stat_LitterCleared,'Litter cleared last month'
InfoPanel_Staff_WorkType_Stat_RideInspected,'Inspections last month'
InfoPanel_Staff_WorkType_Stat_RideRefurbished,'Refurbishments last month'
InfoPanel_Staff_WorkType_Stat_RideRepaired,'Breakdowns fixed last month'
InfoPanel_Staff_WorkType_Stats,'Monthly Tasks'
InfoPanel_Staff_WorkType_Stat_VomitCleared,'Vomit cleared last month'
InfoPanel_Title,'Information'
InfoPanel_Tooltip_AdvancedDuplicate,' Advanced Move &amp; Duplicate [{#LogicalButton.Editors_AdvancedClone#}]'
InfoPanel_Tooltip_AdvancedMove,'Toggle Advanced Move/Rotate [{#LogicalButton.Editors_AdvancedMove#}]'
InfoPanel_Tooltip_Blueprint,'Save As Blueprint'
InfoPanel_Tooltip_BlueprintTooBig,'Cannot save a Blueprint with more than 2000 pieces.'
InfoPanel_Tooltip_Destroy,'Demolish [{#LogicalButton.Editors_Delete#}]'
InfoPanel_Tooltip_Duplicate,'Duplicate [{#LogicalButton.Editors_Clone#}]'
InfoPanel_Tooltip_Locked,'This item is locked'
InfoPanel_Tooltip_Move,'Move [{#LogicalButton.Editors_Move#}]'
InfoPanel_Track_AddTrain,'Add Train'
InfoPanel_Track_CameraTab,'Camera'
InfoPanel_Track_CarTypes,'Car type'
InfoPanel_Track_ChaseCamera,'Chase Camera'
InfoPanel_Track_CinematicCamera,'Cinematic Camera'
InfoPanel_Track_CloseBeforeEdit,'You must close the ride before you can edit the track'
InfoPanel_Track_DeleteTrains,'Remove Trains'
InfoPanel_Track_Edit,'Edit Track'
InfoPanel_Track_EditTriggers,'Edit Triggers'
InfoPanel_Track_FlexiColour,'Ride Colours'
InfoPanel_Track_FrontLookCamera,'Front Look Camera'
InfoPanel_Track_GuestCamera,'Guest Camera'
InfoPanel_Track_LookAtGuestCamera,'Look At Guest Camera'
InfoPanel_Track_LookBackCamera,'Look Back Camera'
InfoPanel_Track_Name,'Track'
InfoPanel_Track_NewBuilding,'Start Building On Station Grid'
InfoPanel_Track_NumCars,'Cars'
InfoPanel_Track_SaveBlueprint,'Save Blueprint'
InfoPanel_Track_TrainType,'Train'
InfoPanel_Track_TriggerEvents,'Trigger events'
InfoPanel_Track_TriggerInfo_EventCount,'Total Scenery Events'
InfoPanel_Track_TriggerInfo_Title,'Track Triggers'
InfoPanel_Track_TriggerInfo_TriggerCount,'Trigger Points'
